ident,iata,name,type,lat,lon,municipality,region
KMBS,MBS,MBS International Airport,medium_airport,43.533181,-84.083104,Freeland,US-MI
KMCE,MCE,Merced Regional Macready Field,medium_airport,37.284698,-120.514,Merced,US-CA
KMCI,MCI,Kansas City International Airport,large_airport,39.301699,-94.713893,Kansas City,US-MO
KMCK,MCK,McCook Ben Nelson Regional Airport,medium_airport,40.207787,-100.592794,McCook,US-NE
KMCN,MCN,Middle Georgia Regional Airport,medium_airport,32.69279861450195,-83.64920043945312,Macon,US-GA
KMCO,MCO,Orlando International Airport,large_airport,28.429399490356445,-81.30899810791016,Orlando,US-FL
KMCW,MCW,Mason City Municipal Airport,medium_airport,43.159801,-93.329716,Mason City,US-IA
KMDT,MDT,Harrisburg International Airport,medium_airport,40.192838,-76.762333,Harrisburg,US-PA
KMDW,MDW,Chicago Midway International Airport,large_airport,41.785999,-87.752403,Chicago,US-IL
KMEI,MEI,Key Field / Meridian Regional Airport,medium_airport,32.3326,-88.7519,Meridian,US-MS
KMEM,MEM,Memphis International Airport,large_airport,35.043845,-89.97634,Memphis,US-TN
KMFE,MFE,McAllen Miller International Airport,medium_airport,26.176141,-98.237965,McAllen,US-TX
KMFR,MFR,Rogue Valley International-Medford Airport,medium_airport,42.374199,-122.873001,Medford,US-OR
KMGC,MGC,Michigan City Municipal Airport,medium_airport,41.7033,-86.821198,Michigan City,US-IN
KMGM,MGM,Montgomery Regional (Dannelly Field) Airport,medium_airport,32.300598,-86.393997,Montgomery,US-AL
KMGW,MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,medium_airport,39.643305,-79.917598,Morgantown,US-WV
KMHK,MHK,Manhattan Regional Airport,medium_airport,39.14099884033203,-96.6707992553711,Manhattan,US-KS
KMHT,MHT,Manchester-Boston Regional Airport,medium_airport,42.932598,-71.435699,Manchester,US-NH
KMIA,MIA,Miami International Airport,large_airport,25.796011,-80.289751,Miami,US-FL
KMKE,MKE,General Mitchell International Airport,large_airport,42.947201,-87.896599,Milwaukee,US-WI
KMKG,MKG,Muskegon County Airport,medium_airport,43.169498,-86.238197,Muskegon,US-MI
KMKL,MKL,McKellar-Sipes Regional Airport,medium_airport,35.599899,-88.915604,Jackson,US-TN
KMLB,MLB,Melbourne Orlando International Airport,medium_airport,28.102009,-80.641088,Melbourne,US-FL
KMLI,MLI,Quad City International Airport,medium_airport,41.448502,-90.5075,Moline,US-IL
KMLU,MLU,Monroe Regional Airport,medium_airport,32.510899,-92.037697,Monroe,US-LA
KMMH,MMH,Mammoth Yosemite Airport,medium_airport,37.625381,-118.84306,Mammoth Lakes,US-CA
KMOB,MOB,Mobile Regional Airport,medium_airport,30.6912,-88.242798,Mobile,US-AL
KMOT,MOT,Minot International Airport,medium_airport,48.25801,-101.279123,Minot,US-ND
KMRY,MRY,Monterey Regional Airport,medium_airport,36.586777,-121.844183,Monterey,US-CA
KMSL,MSL,Northwest Alabama Regional Airport,medium_airport,34.745123,-87.612981,Muscle Shoals,US-AL
KMSN,MSN,Dane County Regional Truax Field,medium_airport,43.1399,-89.337502,Madison,US-WI
KMSO,MSO,Missoula Montana Airport,medium_airport,46.915816,-114.091107,Missoula,US-MT
KMSP,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,large_airport,44.880081,-93.221741,Minneapolis,US-MN
KMSS,MSS,Massena International Airport Richards Field,medium_airport,44.936157,-74.844304,Massena,US-NY
KMSY,MSY,Louis Armstrong New Orleans International Airport,large_airport,29.993401,-90.264673,New Orleans,US-LA
KMTJ,MTJ,Montrose Regional Airport,medium_airport,38.5098,-107.893997,Montrose,US-CO
KMWA,MWA,Veterans Airport of Southern Illinois,medium_airport,37.751208,-89.016568,Marion,US-IL
KMWL,MWL,Mineral Wells Regional Airport,medium_airport,32.781601,-98.060204,Mineral Wells,US-TX
KMYL,MYL,McCall Municipal Airport,medium_airport,44.888837,-116.101112,McCall,US-ID
KMYR,MYR,Myrtle Beach International Airport,large_airport,33.679699,-78.928299,Myrtle Beach,US-SC
KNYL,YUM,Yuma International Airport / Marine Corps Air Station Yuma,medium_airport,32.650938,-114.609375,Yuma,US-AZ
KOAJ,OAJ,Albert J Ellis Airport,medium_airport,34.829201,-77.612099,Richlands,US-NC
KOAK,OAK,San Francisco Bay Oakland International Airport,large_airport,37.720085,-122.221184,Oakland,US-CA
KOGD,OGD,Ogden Hinckley Airport,medium_airport,41.195899963379,-112.0120010376,Ogden,US-UT
KOGS,OGS,Ogdensburg International Airport,medium_airport,44.6819,-75.4655,Ogdensburg,US-NY
KOKC,OKC,OKC Will Rogers World Airport,large_airport,35.393388,-97.598248,Oklahoma City,US-OK
KOLF,OLF,L M Clayton Airport,medium_airport,48.094501,-105.574997,Wolf Point,US-MT
KOLM,OLM,Olympia Regional Airport,medium_airport,46.969399,-122.903,Olympia,US-WA
KOMA,OMA,Eppley Airfield,large_airport,41.3032,-95.894096,Omaha,US-NE
KONT,ONT,Ontario International Airport,large_airport,34.056,-117.600998,Ontario,US-CA
KOPF,OPF,Miami-Opa Locka Executive Airport,medium_airport,25.907,-80.278397,Miami,US-FL
KORD,ORD,Chicago O'Hare International Airport,large_airport,41.9786,-87.9048,Chicago,US-IL
KORF,ORF,Norfolk International Airport,large_airport,36.895341,-76.201,Norfolk,US-VA
KORH,ORH,Worcester Regional Airport,medium_airport,42.2673,-71.875702,Worcester,US-MA
KORS,ESD,Orcas Island Airport,medium_airport,48.708199,-122.910004,Eastsound,US-WA
KOTH,OTH,Southwest Oregon Regional Airport,medium_airport,43.41709899902344,-124.24600219726562,North Bend,US-OR
KOWB,OWB,Owensboro Daviess County Airport,medium_airport,37.74010086,-87.16680145,Owensboro,US-KY
KOXB,OCE,Ocean City Municipal Airport,medium_airport,38.310398,-75.124001,Ocean City,US-MD
KPAE,PAE,Seattle Paine Field International Airport,medium_airport,47.9063,-122.281998,Everett,US-WA
KPAH,PAH,Barkley Regional Airport,medium_airport,37.06079864501953,-88.7738037109375,Paducah,US-KY
KPBG,PBG,Plattsburgh International Airport,medium_airport,44.650902,-73.468102,Plattsburgh,US-NY
KPBI,PBI,Palm Beach International Airport,large_airport,26.683201,-80.095596,West Palm Beach,US-FL
KPCW,,Erie-Ottawa International Airport,medium_airport,41.515647,-82.868328,Port Clinton,US-OH
KPDK,PDK,DeKalb Peachtree Airport,medium_airport,33.87633,-84.30213,Atlanta,US-GA
KPDT,PDT,Eastern Oregon Regional Airport at Pendleton,medium_airport,45.695099,-118.841003,Pendleton,US-OR
KPDX,PDX,Portland International Airport,large_airport,45.588699,-122.598,Portland,US-OR
KPGA,PGA,Page Municipal Airport,medium_airport,36.924234,-111.447716,Page,US-AZ
KPGD,PGD,Punta Gorda Airport,medium_airport,26.9202,-81.990501,Punta Gorda,US-FL
KPGV,PGV,Pitt-Greenville Airport,medium_airport,35.635535,-77.384262,Greenville,US-NC
KPHF,PHF,Newport News Williamsburg International Airport,medium_airport,37.131901,-76.492996,Newport News,US-VA
KPHL,PHL,Philadelphia International Airport,large_airport,39.871899,-75.241096,Philadelphia,US-PA
KPHX,PHX,Phoenix Sky Harbor International Airport,large_airport,33.435302,-112.005905,Phoenix,US-AZ
KPIA,PIA,General Wayne A. Downing Peoria International Airport,medium_airport,40.663841,-89.692631,Peoria,US-IL
KPIB,PIB,Hattiesburg Laurel Regional Airport,medium_airport,31.4671,-89.337097,Moselle,US-MS
KPIE,PIE,St. Petersburg Clearwater International Airport,large_airport,27.9102,-82.687401,Pinellas Park,US-FL
KPIH,PIH,Pocatello Regional Airport,medium_airport,42.9098014831543,-112.59600067138672,Pocatello,US-ID
KPIR,PIR,Pierre Regional Airport,medium_airport,44.38270187,-100.2860031,Pierre,US-SD
KPIT,PIT,Pittsburgh International Airport,large_airport,40.491501,-80.232903,Pittsburgh,US-PA
KPKB,PKB,Mid Ohio Valley Regional Airport,medium_airport,39.3451,-81.439201,Parkersburg (Williamstown),US-WV
KPLN,PLN,Pellston Regional Airport of Emmet County Airport,medium_airport,45.57089996,-84.79669952,Pellston,US-MI
KPNS,PNS,Pensacola International Airport,large_airport,30.472718,-87.186639,Pensacola,US-FL
KPQI,PQI,Presque Isle International Airport,medium_airport,46.688999,-68.0448,Presque Isle,US-ME
KPRC,PRC,Prescott Regional Airport - Ernest A. Love Field,medium_airport,34.653502,-112.419883,Prescott,US-AZ
KPSC,PSC,Tri Cities Airport,medium_airport,46.264702,-119.119003,Pasco,US-WA
KPSM,PSM,Portsmouth International Airport at Pease,medium_airport,43.0779,-70.823303,Portsmouth,US-NH
KPSP,PSP,Palm Springs International Airport,large_airport,33.8297,-116.507004,Palm Springs,US-CA
KPUB,PUB,Pueblo Memorial Airport,medium_airport,38.289101,-104.497002,Pueblo,US-CO
KPUW,PUW,Pullman-Moscow Regional Airport,medium_airport,46.741601,-117.11163,Pullman,US-WA
KPVD,PVD,Rhode Island T. F. Green International Airport,large_airport,41.725038,-71.425668,Providence/Warwick,US-RI
KPVU,PVU,Provo Municipal Airport,medium_airport,40.218894,-111.722445,Provo,US-UT
KPWM,PWM,Portland International Jetport,large_airport,43.646198,-70.309303,Portland,US-ME
KRAP,RAP,Rapid City Regional Airport,medium_airport,44.0452995300293,-103.05699920654297,Rapid City,US-SD
KRDD,RDD,Redding Municipal Airport,medium_airport,40.50899887,-122.2929993,Redding,US-CA
KRDM,RDM,Roberts Field,medium_airport,44.254101,-121.150002,Redmond,US-OR
KRDU,RDU,Raleigh-Durham International Airport,large_airport,35.878659,-78.7873,Raleigh/Durham,US-NC
KRFD,RFD,Chicago Rockford International Airport,medium_airport,42.1954,-89.097198,Chicago/Rockford,US-IL
KRHI,RHI,Rhinelander Oneida County Airport,medium_airport,45.63119888305664,-89.46749877929688,Rhinelander,US-WI
KRIC,RIC,Richmond International Airport,large_airport,37.505199,-77.319702,Richmond,US-VA
KRIW,RIW,Central Wyoming Regional Airport,medium_airport,43.064201,-108.459999,Riverton,US-WY
KRKD,RKD,Knox County Regional Airport,medium_airport,44.060101,-69.099197,Rockland,US-ME
KRKS,RKS,Southwest Wyoming Regional Airport,medium_airport,41.5942,-109.065001,Rock Springs,US-WY
KRNO,RNO,Reno Tahoe International Airport,large_airport,39.4991,-119.767998,Reno,US-NV
KROA,ROA,Roanoke–Blacksburg Regional Airport,medium_airport,37.3255,-79.975403,Roanoke,US-VA
KROC,ROC,Frederick Douglass Greater Rochester International Airport,large_airport,43.1189,-77.672401,Rochester,US-NY
KROW,ROW,Roswell Air Center Airport,medium_airport,33.301601,-104.530998,Roswell,US-NM
KRST,RST,Rochester International Airport,medium_airport,43.908298,-92.5,Rochester,US-MN
KRSW,RSW,Southwest Florida International Airport,large_airport,26.534685,-81.752816,Fort Myers,US-FL
KRUT,RUT,Rutland - Southern Vermont Regional Airport,medium_airport,43.5294,-72.9496,Rutland,US-VT
KSAF,SAF,Santa Fe Municipal Airport,medium_airport,35.6171,-106.088997,Santa Fe,US-NM
KSAN,SAN,San Diego International Airport,large_airport,32.733601,-117.190002,San Diego,US-CA
KSAT,SAT,San Antonio International Airport,large_airport,29.533701,-98.469803,San Antonio,US-TX
KSAV,SAV,Savannah Hilton Head International Airport,large_airport,32.126591,-81.19998,Savannah,US-GA
KSAW,MQT,Marquette/Sawyer International Airport,medium_airport,46.351498,-87.395884,Gwinn,US-MI
KSBA,SBA,Santa Barbara Municipal Airport,medium_airport,34.426201,-119.839996,Santa Barbara,US-CA
KSBD,SBD,San Bernardino International Airport,large_airport,34.096717,-117.236596,San Bernardino,US-CA
KSBN,SBN,South Bend International Airport,medium_airport,41.708304,-86.316922,South Bend,US-IN
KSBP,SBP,San Luis County Regional Airport,medium_airport,35.236801147499996,-120.641998291,San Luis Obispo,US-CA
KSBY,SBY,Salisbury Ocean City Wicomico Regional Airport,medium_airport,38.34049987792969,-75.51029968261719,Salisbury,US-MD
KSCK,SCK,Stockton Metropolitan Airport,medium_airport,37.893279,-121.238079,Stockton,US-CA
KSDF,SDF,Louisville Muhammad Ali International Airport,large_airport,38.1706,-85.735076,Louisville,US-KY
KSDY,SDY,Sidney - Richland Regional Airport,medium_airport,47.705141,-104.194422,Sidney,US-MT
KSEA,SEA,Seattle–Tacoma International Airport,large_airport,47.447943,-122.310276,Seattle,US-WA
KSFB,SFB,Orlando Sanford International Airport,large_airport,28.774277,-81.234626,Orlando,US-FL
KSFO,SFO,San Francisco International Airport,large_airport,37.619806,-122.374821,San Francisco,US-CA
KSGF,SGF,Springfield Branson National Airport,medium_airport,37.245047,-93.388596,Springfield,US-MO
KSGJ,UST,Northeast Florida Regional Airport,medium_airport,29.9592,-81.339798,St Augustine,US-FL
KSGU,SGU,St George Regional Airport,medium_airport,37.036389,-113.510306,St George,US-UT
KSHD,SHD,Shenandoah Valley Regional Airport,medium_airport,38.263802,-78.8964,Weyers Cave,US-VA
KSHR,SHR,Sheridan County Airport,medium_airport,44.76919937133789,-106.9800033569336,Sheridan,US-WY
KSHV,SHV,Shreveport Regional Airport,medium_airport,32.446602,-93.8256,Shreveport,US-LA
KSJC,SJC,Norman Y. Mineta San Jose International Airport,large_airport,37.362452,-121.929188,San Jose,US-CA
KSJT,SJT,San Angelo Regional Mathis Field,medium_airport,31.35770034790039,-100.49600219726562,San Angelo,US-TX
KSKX,TSM,Taos Regional Airport,medium_airport,36.452494,-105.67749,Taos,US-NM
KSLC,SLC,Salt Lake City International Airport,large_airport,40.78886,-111.979866,Salt Lake City,US-UT
KSLE,SLE,Salem-Willamette Valley Airport/McNary Field,medium_airport,44.9095,-123.002998,Salem,US-OR
KSLK,SLK,Adirondack Regional Airport,medium_airport,44.38691,-74.204629,Saranac Lake,US-NY
KSLN,SLN,Salina Municipal Airport,medium_airport,38.79100036621094,-97.6521987915039,Salina,US-KS
KSMF,SMF,Sacramento International Airport,large_airport,38.6954,-121.591003,Sacramento,US-CA
KSMN,SMN,Lemhi County Airport,medium_airport,45.122233,-113.88196,Salmon,US-ID
KSMX,SMX,Santa Maria Public Airport Captain G Allan Hancock Field,medium_airport,34.898899,-120.457001,Santa Maria,US-CA
KSNA,SNA,John Wayne Orange County International Airport,large_airport,33.675063,-117.869281,Santa Ana,US-CA
KSOW,SOW,Show Low Regional Airport,medium_airport,34.264062,-110.007091,Show Low,US-AZ
KSPI,SPI,Abraham Lincoln Capital Airport,medium_airport,39.844101,-89.677902,Springfield,US-IL
KSPS,SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,medium_airport,33.9888,-98.491898,Wichita Falls,US-TX
KSQL,SQL,San Carlos Airport,medium_airport,37.51313,-122.250838,San Carlos,US-CA
KSRQ,SRQ,Sarasota Bradenton International Airport,large_airport,27.394631,-82.554359,Sarasota/Bradenton,US-FL
KSTC,STC,Saint Cloud Regional Airport,medium_airport,45.5466,-94.059898,Saint Cloud,US-MN
KSTL,STL,St. Louis Lambert International Airport,large_airport,38.748697,-90.370003,St Louis,US-MO
KSTS,STS,Charles M. Schulz Sonoma County Airport,medium_airport,38.50899887,-122.8130035,Santa Rosa,US-CA
KSUN,SUN,Friedman Memorial Airport,medium_airport,43.50439835,-114.2959976,Hailey,US-ID
KSUX,SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,medium_airport,42.397605,-96.382237,Sioux City,US-IA
KSVC,SVC,Grant County Airport,medium_airport,32.636701,-108.154736,Silver City,US-NM
KSWF,SWF,New York Stewart International Airport,medium_airport,41.50421,-74.108901,Newburgh,US-NY
KSWO,SWO,Stillwater Regional Airport,medium_airport,36.162132,-97.085581,Stillwater,US-OK
KSYR,SYR,Syracuse Hancock International Airport,large_airport,43.11119842529297,-76.1063003540039,Syracuse,US-NY
KTBN,TBN,Waynesville-St. Robert Regional Airport-Forney Field,medium_airport,37.7416,-92.140701,Fort Leonard Wood,US-MO
KTEB,TEB,Teterboro Airport,medium_airport,40.850101,-74.060799,Teterboro,US-NJ
KTEX,TEX,Telluride Regional Airport,medium_airport,37.9538,-107.907997,Telluride,US-CO
KTIW,TIW,Tacoma Narrows Airport,medium_airport,47.267407,-122.577295,Tacoma,US-WA
KTLH,TLH,Tallahassee International Airport,medium_airport,30.401209,-84.35433,Tallahassee,US-FL
KTOL,TOL,Eugene F. Kranz Toledo Express Airport,medium_airport,41.5868,-83.8078,Toledo,US-OH
KTPA,TPA,Tampa International Airport,large_airport,27.9755,-82.533203,Tampa,US-FL
KTRI,TRI,Tri-Cities Regional TN/VA Airport,medium_airport,36.475201,-82.407401,Blountville,US-TN
KTRK,TKF,Truckee Tahoe Airport,medium_airport,39.318628,-120.140562,Truckee,US-CA
KTTN,TTN,Trenton Mercer Airport,medium_airport,40.276699,-74.813499,Ewing Township,US-NJ
KTUL,TUL,Tulsa International Airport,large_airport,36.197084,-95.886225,Tulsa,US-OK
KTUP,TUP,Tupelo Regional Airport,medium_airport,34.26810073852539,-88.7698974609375,Tupelo,US-MS
KTUS,TUS,Tucson International Airport,large_airport,32.115004,-110.938053,Tucson,US-AZ
KTVC,TVC,Cherry Capital Airport,medium_airport,44.741402,-85.582199,Traverse City,US-MI
KTVF,TVF,Thief River Falls Regional Airport,medium_airport,48.065701,-96.184998,Thief River Falls,US-MN
KTWF,TWF,Joslin Field Magic Valley Regional Airport,medium_airport,42.4818,-114.487999,Twin Falls,US-ID
KTXK,TXK,Texarkana Regional Airport (Webb Field),medium_airport,33.453701,-93.990997,Texarkana,US-AR
KTYR,TYR,Tyler Pounds Regional Airport,medium_airport,32.35409927368164,-95.40239715576172,Tyler,US-TX
KTYS,TYS,McGhee Tyson Airport,large_airport,35.811001,-83.994003,Knoxville/Maryville,US-TN
KUIN,UIN,Quincy Regional Airport Baldwin Field,medium_airport,39.942699,-91.194603,Quincy,US-IL
KUNV,SCE,State College Regional Airport,medium_airport,40.849374,-77.84852,State College,US-PA
KUUU,NPT,Newport State Airport,medium_airport,41.532207,-71.281039,Newport,US-RI
KVCT,VCT,Victoria Regional Airport,medium_airport,28.85260009765625,-96.91850280761719,Victoria,US-TX
KVEL,VEL,Vernal Regional Airport,medium_airport,40.436214,-109.511661,Vernal,US-UT
KVLD,VLD,Valdosta Regional Airport,medium_airport,30.782499313354492,-83.27670288085938,Valdosta,US-GA
KVPS,VPS,Destin-Fort Walton Beach Airport,medium_airport,30.481315,-86.515839,Valparaiso,US-FL
KVRB,VRB,Vero Beach Regional Airport,medium_airport,27.6556,-80.417901,Vero Beach,US-FL
KWST,WST,Westerly State Airport,medium_airport,41.349602,-71.803398,Westerly,US-RI
KWYS,WYS,Yellowstone Airport,medium_airport,44.6884,-111.117996,West Yellowstone,US-MT
KXNA,XNA,Northwest Arkansas National Airport,medium_airport,36.281898,-94.306801,Fayetteville/Springdale/Rogers,US-AR
KXWA,XWA,Williston Basin International Airport,medium_airport,48.260863,-103.75116,Williston,US-ND
KYKM,YKM,Yakima Air Terminal McAllister Field,medium_airport,46.56819916,-120.5439987,Yakima,US-WA
PABA,BTI,Barter Island Long Range Radar Station Airport,medium_airport,70.134003,-143.582001,Barter Island,US-AK
PABE,BET,Bethel Airport,medium_airport,60.77980042,-161.8379974,Bethel,US-AK
PABR,BRW,Wiley Post Will Rogers Memorial Airport,medium_airport,71.285402,-156.766008,Utqiaġvik,US-AK
PACD,CDB,Cold Bay Airport,medium_airport,55.207871,-162.725029,Cold Bay,US-AK
PACV,CDV,Merle K (Mudhole) Smith Airport,medium_airport,60.491798,-145.477997,Cordova,US-AK
PADE,DRG,Deering Airport,medium_airport,66.068901,-162.766914,Deering,US-AK
PADK,ADK,Adak Airport,medium_airport,51.883564,-176.642783,Adak,US-AK
PADL,DLG,Dillingham Airport,medium_airport,59.04470062,-158.5050049,Dillingham,US-AK
PADQ,ADQ,Kodiak Airport,medium_airport,57.75,-152.4940033,Kodiak,US-AK
PADU,DUT,Tom Madsen (Dutch Harbor) Airport,medium_airport,53.89881,-166.544996,Unalaska,US-AK
PAEM,EMK,Emmonak Airport,medium_airport,62.78609848,-164.4909973,Emmonak,US-AK
PAEN,ENA,Kenai Municipal Airport,medium_airport,60.570946,-151.245174,Kenai,US-AK
PAFA,FAI,Fairbanks International Airport,medium_airport,64.815102,-147.856003,Fairbanks,US-AK
PAFM,ABL,Ambler Airport,medium_airport,67.105529,-157.855339,Ambler,US-AK
PAGA,GAL,Edward G. Pitka Sr Airport,medium_airport,64.736198,-156.936997,Galena,US-AK
PAGK,GKN,Gulkana Airport,medium_airport,62.155859,-145.454662,Gulkana,US-AK
PAGM,GAM,Gambell Airport,medium_airport,63.767694,-171.733303,Gambell,US-AK
PAGS,GST,Gustavus Airport,medium_airport,58.4253006,-135.7070007,Gustavus,US-AK
PAHC,HCR,Holy Cross Airport,medium_airport,62.18830108642578,-159.77499389648438,Holy Cross,US-AK
PAHL,HSL,Huslia Airport,medium_airport,65.697899,-156.350998,Huslia,US-AK
PAHN,HNS,Haines Airport,medium_airport,59.243921,-135.523925,Haines,US-AK
PAHO,HOM,Homer Airport,medium_airport,59.644456,-151.479235,Homer,US-AK
PAII,EGX,Egegik Airport,medium_airport,58.184386,-157.374873,Egegik,US-AK
PAIK,IAN,Bob Baker Memorial Airport,medium_airport,66.976128,-160.439014,Kiana,US-AK
PAIL,ILI,Iliamna Airport,medium_airport,59.754398,-154.910996,Iliamna,US-AK
PAIM,UTO,Indian Mountain LRRS Airport,medium_airport,65.992798,-153.703995,Utopia Creek,US-AK
PAJN,JNU,Juneau International Airport,medium_airport,58.354935,-134.574416,Juneau,US-AK
PAKN,AKN,King Salmon Airport,medium_airport,58.677845,-156.651965,King Salmon,US-AK
PAKP,AKP,Anaktuvuk Pass Airport,medium_airport,68.133598,-151.742996,Anaktuvuk Pass,US-AK
PAKT,KTN,Ketchikan International Airport,medium_airport,55.35559845,-131.7140045,Ketchikan,US-AK
PAKW,KLW,Klawock Airport,medium_airport,55.579201,-133.076004,Klawock,US-AK
PALU,LUR,Cape Lisburne LRRS Airport,medium_airport,68.875099,-166.110001,Cape Lisburne,US-AK
PAMC,MCG,McGrath Airport,medium_airport,62.95289993,-155.6060028,McGrath,US-AK
PAMR,MRI,Merrill Field,medium_airport,61.212792,-149.843988,Anchorage,US-AK
PAMY,MYU,Mekoryuk Airport,medium_airport,60.372338,-166.269751,Mekoryuk,US-AK
PANC,ANC,Ted Stevens Anchorage International Airport,large_airport,61.179004,-149.992561,Anchorage,US-AK
PANI,ANI,Aniak Airport,medium_airport,61.581600189208984,-159.54299926757812,Aniak,US-AK
PANV,ANV,Anvik Airport,medium_airport,62.646702,-160.190994,Anvik,US-AK
PAOM,OME,Nome Airport,medium_airport,64.51219940185547,-165.44500732421875,Nome,US-AK
PAOR,ORT,Northway Airport,medium_airport,62.9613,-141.929001,Northway,US-AK
PAOT,OTZ,Ralph Wien Memorial Airport,medium_airport,66.88469696,-162.598999,Kotzebue,US-AK
PAPB,STG,St George Airport,medium_airport,56.577345,-169.663823,St George,US-AK
PAPG,PSG,Petersburg James A Johnson Airport,medium_airport,56.80170059,-132.9450073,Petersburg,US-AK
PAPH,PTH,Port Heiden Airport,medium_airport,56.957893,-158.630219,Port Heiden,US-AK
PAPM,PTU,Platinum Airport,medium_airport,59.017675,-161.827927,Platinum,US-AK
PAQT,NUI,Nuiqsut Airport,medium_airport,70.209999,-151.005998,Nuiqsut,US-AK
PARC,ARC,Arctic Village Airport,medium_airport,68.1147,-145.578995,Arctic Village,US-AK
PARY,RBY,Ruby Airport,medium_airport,64.727203,-155.470001,Ruby,US-AK
PASA,SVA,Savoonga Airport,medium_airport,63.686401,-170.492996,Savoonga,US-AK
PASC,SCC,Deadhorse Airport,medium_airport,70.19470215,-148.4649963,Deadhorse,US-AK
PASD,SDP,Sand Point Airport,medium_airport,55.313908,-160.522099,Sand Point,US-AK
PASI,SIT,Sitka Rocky Gutierrez Airport,medium_airport,57.04710006713867,-135.36199951171875,Sitka,US-AK
PASN,SNP,St Paul Island Airport,medium_airport,57.166311,-170.222555,St Paul Island,US-AK
PATQ,ATK,Atqasuk Edward Burnell Sr Memorial Airport,medium_airport,70.46704,-157.436013,Atqasuk,US-AK
PAUN,UNK,Unalakleet Airport,medium_airport,63.888401,-160.798996,Unalakleet,US-AK
PAVD,VDZ,Valdez Pioneer Field,medium_airport,61.132712,-146.246567,Valdez,US-AK
PAWG,WRG,Wrangell Airport,medium_airport,56.48429871,-132.3699951,Wrangell,US-AK
PAWI,AIN,Wainwright Airport,medium_airport,70.638,-159.994995,Wainwright,US-AK
PAYA,YAK,Yakutat Airport,medium_airport,59.508717,-139.660435,Yakutat,US-AK
PFYU,FYU,Fort Yukon Airport,medium_airport,66.571651,-145.249987,Fort Yukon,US-AK
PHHN,HNM,Hana Airport,medium_airport,20.795601,-156.014008,Hana,US-HI
PHJH,JHM,Kapalua Airport,medium_airport,20.9629,-156.673004,Lahaina,US-HI
PHKO,KOA,Ellison Onizuka Kona International Airport at Keāhole,large_airport,19.738783,-156.045603,Kailua-Kona,US-HI
PHLI,LIH,Lihue Airport,large_airport,21.974393,-159.337146,"Lihue, Kauai",US-HI
PHMK,MKK,Molokai Airport,medium_airport,21.152901,-157.095993,Kaunakakai,US-HI
PHMU,MUE,Waimea Kohala Airport,medium_airport,20.001301,-155.667999,Waimea (Kamuela),US-HI
PHNL,HNL,Daniel K. Inouye International Airport,large_airport,21.318387,-157.92567,"Honolulu, Oahu",US-HI
PHNY,LNY,Lanai Airport,medium_airport,20.785675,-156.951324,Lanai City,US-HI
PHOG,OGG,Kahului International Airport,large_airport,20.896263,-156.431837,Kahului,US-HI
PHTO,ITO,Hilo International Airport,medium_airport,19.72135,-155.045428,Hilo,US-HI
PPIZ,PIZ,Point Lay LRRS Airport,medium_airport,69.732903,-163.005005,Point Lay,US-AK
